model_id,prompt_id,subtype_id,group_type,group_value,pair_count,flip_pairs,reverse_flip_pairs,FR_control,FR_trigger,delta_pp,p_value,n01,n10
DeepSeek-V3.2,P4,full_half_width,source_style,social,4,1,1,25.0000,25.0000,0.0000,1.000000,1,1
DeepSeek-V3.2,P4,ocr_confusable,source_style,chat,8,3,0,37.5000,75.0000,37.5000,0.250000,3,0
DeepSeek-V3.2,P4,ocr_confusable,source_style,doc,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
DeepSeek-V3.2,P4,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
DeepSeek-V3.2,P4,ocr_confusable,source_style,mail,4,2,0,50.0000,100.0000,50.0000,0.500000,2,0
DeepSeek-V3.2,P4,ocr_confusable,source_style,social,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
DeepSeek-V3.2,P4,simp_trad,source_style,chat,16,5,0,56.2500,87.5000,31.2500,0.062500,5,0
DeepSeek-V3.2,P4,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
DeepSeek-V3.2,P4,simp_trad,source_style,form,8,5,0,12.5000,75.0000,62.5000,0.062500,5,0
DeepSeek-V3.2,P4,simp_trad,source_style,mail,8,2,0,37.5000,62.5000,25.0000,0.500000,2,0
DeepSeek-V3.2,P4,simp_trad,source_style,social,8,5,0,12.5000,75.0000,62.5000,0.062500,5,0
GLM-4.6,P1,full_half_width,source_style,chat,8,1,0,50.0000,62.5000,12.5000,1.000000,1,0
GLM-4.6,P1,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P1,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P1,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P1,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P1,ocr_confusable,source_style,chat,8,3,0,25.0000,62.5000,37.5000,0.250000,3,0
GLM-4.6,P1,ocr_confusable,source_style,doc,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
GLM-4.6,P1,ocr_confusable,source_style,form,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P1,ocr_confusable,source_style,mail,4,2,0,25.0000,75.0000,50.0000,0.500000,2,0
GLM-4.6,P1,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
GLM-4.6,P1,simp_trad,source_style,chat,16,6,2,50.0000,75.0000,25.0000,0.289062,6,2
GLM-4.6,P1,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P1,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
GLM-4.6,P1,simp_trad,source_style,mail,8,3,0,12.5000,50.0000,37.5000,0.250000,3,0
GLM-4.6,P1,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P2,full_half_width,source_style,chat,8,0,0,37.5000,37.5000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P2,ocr_confusable,source_style,chat,8,3,0,25.0000,62.5000,37.5000,0.250000,3,0
GLM-4.6,P2,ocr_confusable,source_style,doc,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P2,ocr_confusable,source_style,form,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P2,ocr_confusable,source_style,mail,4,1,0,50.0000,75.0000,25.0000,1.000000,1,0
GLM-4.6,P2,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
GLM-4.6,P2,simp_trad,source_style,chat,16,5,0,43.7500,75.0000,31.2500,0.062500,5,0
GLM-4.6,P2,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P2,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
GLM-4.6,P2,simp_trad,source_style,mail,8,3,0,25.0000,62.5000,37.5000,0.250000,3,0
GLM-4.6,P2,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P3,full_half_width,source_style,chat,8,2,0,37.5000,62.5000,25.0000,0.500000,2,0
GLM-4.6,P3,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P3,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P3,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P3,full_half_width,source_style,social,4,1,0,0.0000,25.0000,25.0000,1.000000,1,0
GLM-4.6,P3,ocr_confusable,source_style,chat,8,4,0,25.0000,75.0000,50.0000,0.125000,4,0
GLM-4.6,P3,ocr_confusable,source_style,doc,4,2,0,0.0000,50.0000,50.0000,0.500000,2,0
GLM-4.6,P3,ocr_confusable,source_style,form,4,2,0,25.0000,75.0000,50.0000,0.500000,2,0
GLM-4.6,P3,ocr_confusable,source_style,mail,4,2,0,25.0000,75.0000,50.0000,0.500000,2,0
GLM-4.6,P3,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
GLM-4.6,P3,simp_trad,source_style,chat,16,5,0,50.0000,81.2500,31.2500,0.062500,5,0
GLM-4.6,P3,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P3,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
GLM-4.6,P3,simp_trad,source_style,mail,8,2,0,25.0000,50.0000,25.0000,0.500000,2,0
GLM-4.6,P3,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P4,full_half_width,source_style,chat,8,0,0,50.0000,50.0000,0.0000,1.000000,0,0
GLM-4.6,P4,full_half_width,source_style,doc,4,1,0,0.0000,25.0000,25.0000,1.000000,1,0
GLM-4.6,P4,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P4,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
GLM-4.6,P4,full_half_width,source_style,social,4,1,0,0.0000,25.0000,25.0000,1.000000,1,0
GLM-4.6,P4,ocr_confusable,source_style,chat,8,3,1,37.5000,62.5000,25.0000,0.625000,3,1
GLM-4.6,P4,ocr_confusable,source_style,doc,4,2,0,0.0000,50.0000,50.0000,0.500000,2,0
GLM-4.6,P4,ocr_confusable,source_style,form,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P4,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
GLM-4.6,P4,ocr_confusable,source_style,social,4,3,0,25.0000,100.0000,75.0000,0.250000,3,0
GLM-4.6,P4,simp_trad,source_style,chat,16,6,0,50.0000,87.5000,37.5000,0.031250,6,0
GLM-4.6,P4,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
GLM-4.6,P4,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
GLM-4.6,P4,simp_trad,source_style,mail,8,3,0,0.0000,37.5000,37.5000,0.250000,3,0
GLM-4.6,P4,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,source_style,chat,8,1,0,25.0000,37.5000,12.5000,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,source_style,chat,8,5,0,0.0000,62.5000,62.5000,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,source_style,doc,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,source_style,social,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,source_style,chat,16,5,0,25.0000,56.2500,31.2500,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,source_style,mail,8,3,0,0.0000,37.5000,37.5000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,source_style,chat,8,0,0,37.5000,37.5000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,source_style,chat,8,5,0,0.0000,62.5000,62.5000,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,source_style,doc,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,source_style,social,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,source_style,chat,16,5,0,31.2500,62.5000,31.2500,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,source_style,mail,8,3,0,0.0000,37.5000,37.5000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,source_style,chat,8,0,1,37.5000,25.0000,-12.5000,1.000000,0,1
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,source_style,mail,4,1,0,0.0000,25.0000,25.0000,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,source_style,chat,8,4,0,37.5000,87.5000,50.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,source_style,doc,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,source_style,chat,16,4,0,37.5000,62.5000,25.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,source_style,mail,8,2,0,0.0000,25.0000,25.0000,0.500000,2,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,source_style,chat,8,0,0,37.5000,37.5000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,source_style,chat,8,5,0,12.5000,75.0000,62.5000,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,source_style,doc,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,source_style,chat,16,5,0,31.2500,62.5000,31.2500,0.062500,5,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,source_style,mail,8,3,0,0.0000,37.5000,37.5000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P1,full_half_width,source_style,chat,5,0,0,40.0000,40.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,source_style,doc,0,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,source_style,form,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,ocr_confusable,source_style,chat,7,4,0,14.2857,71.4286,57.1429,0.125000,4,0
gemini-3-flash,P1,ocr_confusable,source_style,doc,3,2,0,0.0000,66.6667,66.6667,0.500000,2,0
gemini-3-flash,P1,ocr_confusable,source_style,form,3,3,0,0.0000,100.0000,100.0000,0.250000,3,0
gemini-3-flash,P1,ocr_confusable,source_style,mail,3,2,0,0.0000,66.6667,66.6667,0.500000,2,0
gemini-3-flash,P1,ocr_confusable,source_style,social,3,3,0,0.0000,100.0000,100.0000,0.250000,3,0
gemini-3-flash,P1,simp_trad,source_style,chat,15,5,0,40.0000,73.3333,33.3333,0.062500,5,0
gemini-3-flash,P1,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P1,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
gemini-3-flash,P1,simp_trad,source_style,mail,7,2,0,0.0000,28.5714,28.5714,0.500000,2,0
gemini-3-flash,P1,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P2,full_half_width,source_style,chat,7,0,0,14.2857,14.2857,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,ocr_confusable,source_style,chat,8,4,0,25.0000,75.0000,50.0000,0.125000,4,0
gemini-3-flash,P2,ocr_confusable,source_style,doc,3,1,0,0.0000,33.3333,33.3333,1.000000,1,0
gemini-3-flash,P2,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P2,ocr_confusable,source_style,mail,4,2,0,25.0000,75.0000,50.0000,0.500000,2,0
gemini-3-flash,P2,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P2,simp_trad,source_style,chat,16,5,0,37.5000,68.7500,31.2500,0.062500,5,0
gemini-3-flash,P2,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P2,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
gemini-3-flash,P2,simp_trad,source_style,mail,8,2,0,0.0000,25.0000,25.0000,0.500000,2,0
gemini-3-flash,P2,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P3,full_half_width,source_style,chat,8,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,source_style,doc,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,ocr_confusable,source_style,chat,8,4,0,25.0000,75.0000,50.0000,0.125000,4,0
gemini-3-flash,P3,ocr_confusable,source_style,doc,4,2,0,0.0000,50.0000,50.0000,0.500000,2,0
gemini-3-flash,P3,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P3,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P3,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P3,simp_trad,source_style,chat,16,5,0,37.5000,68.7500,31.2500,0.062500,5,0
gemini-3-flash,P3,simp_trad,source_style,doc,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P3,simp_trad,source_style,form,8,6,0,0.0000,75.0000,75.0000,0.031250,6,0
gemini-3-flash,P3,simp_trad,source_style,mail,8,2,0,0.0000,25.0000,25.0000,0.500000,2,0
gemini-3-flash,P3,simp_trad,source_style,social,8,7,0,0.0000,87.5000,87.5000,0.015625,7,0
gemini-3-flash,P4,full_half_width,source_style,chat,8,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,source_style,doc,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,source_style,form,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,source_style,mail,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,source_style,social,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,ocr_confusable,source_style,chat,8,4,1,37.5000,75.0000,37.5000,0.375000,4,1
gemini-3-flash,P4,ocr_confusable,source_style,doc,4,2,0,0.0000,50.0000,50.0000,0.500000,2,0
gemini-3-flash,P4,ocr_confusable,source_style,form,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P4,ocr_confusable,source_style,mail,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
gemini-3-flash,P4,ocr_confusable,source_style,social,4,3,0,0.0000,75.0000,75.0000,0.250000,3,0
