model_id,prompt_id,subtype_id,group_type,group_value,pair_count,flip_pairs,reverse_flip_pairs,FR_control,FR_trigger,delta_pp,p_value,n01,n10
DeepSeek-V3.2,P4,full_half_width,target_field,amount,10,0,1,20.0000,10.0000,-10.0000,1.000000,0,1
DeepSeek-V3.2,P4,full_half_width,target_field,company,4,1,0,25.0000,50.0000,25.0000,1.000000,1,0
DeepSeek-V3.2,P4,full_half_width,target_field,date,10,1,1,40.0000,40.0000,0.0000,1.000000,1,1
DeepSeek-V3.2,P4,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
DeepSeek-V3.2,P4,ocr_confusable,target_field,company,13,8,0,30.7692,92.3077,61.5385,0.007812,8,0
DeepSeek-V3.2,P4,ocr_confusable,target_field,date,7,3,0,14.2857,57.1429,42.8571,0.250000,3,0
DeepSeek-V3.2,P4,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
DeepSeek-V3.2,P4,simp_trad,target_field,company,36,22,0,27.7778,88.8889,61.1111,0.000000,22,0
DeepSeek-V3.2,P4,simp_trad,target_field,date,6,2,0,50.0000,83.3333,33.3333,0.500000,2,0
GLM-4.6,P1,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
GLM-4.6,P1,full_half_width,target_field,company,4,1,0,25.0000,50.0000,25.0000,1.000000,1,0
GLM-4.6,P1,full_half_width,target_field,date,10,0,0,20.0000,20.0000,0.0000,1.000000,0,0
GLM-4.6,P1,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P1,ocr_confusable,target_field,company,13,9,0,23.0769,92.3077,69.2308,0.003906,9,0
GLM-4.6,P1,ocr_confusable,target_field,date,7,2,0,0.0000,28.5714,28.5714,0.500000,2,0
GLM-4.6,P1,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
GLM-4.6,P1,simp_trad,target_field,company,36,26,1,19.4444,88.8889,69.4444,0.000000,26,1
GLM-4.6,P1,simp_trad,target_field,date,6,3,1,16.6667,50.0000,33.3333,0.625000,3,1
GLM-4.6,P2,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
GLM-4.6,P2,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
GLM-4.6,P2,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P2,ocr_confusable,target_field,company,13,9,0,30.7692,100.0000,69.2308,0.003906,9,0
GLM-4.6,P2,ocr_confusable,target_field,date,7,2,0,0.0000,28.5714,28.5714,0.500000,2,0
GLM-4.6,P2,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
GLM-4.6,P2,simp_trad,target_field,company,36,25,0,19.4444,88.8889,69.4444,0.000000,25,0
GLM-4.6,P2,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
GLM-4.6,P3,full_half_width,target_field,amount,10,1,0,0.0000,10.0000,10.0000,1.000000,1,0
GLM-4.6,P3,full_half_width,target_field,company,4,1,0,25.0000,50.0000,25.0000,1.000000,1,0
GLM-4.6,P3,full_half_width,target_field,date,10,1,0,20.0000,30.0000,10.0000,1.000000,1,0
GLM-4.6,P3,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P3,ocr_confusable,target_field,company,13,8,0,30.7692,92.3077,61.5385,0.007812,8,0
GLM-4.6,P3,ocr_confusable,target_field,date,7,1,0,0.0000,14.2857,14.2857,1.000000,1,0
GLM-4.6,P3,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
GLM-4.6,P3,simp_trad,target_field,company,36,24,0,22.2222,88.8889,66.6667,0.000000,24,0
GLM-4.6,P3,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
GLM-4.6,P4,full_half_width,target_field,amount,10,1,0,10.0000,20.0000,10.0000,1.000000,1,0
GLM-4.6,P4,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
GLM-4.6,P4,full_half_width,target_field,date,10,1,0,20.0000,30.0000,10.0000,1.000000,1,0
GLM-4.6,P4,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
GLM-4.6,P4,ocr_confusable,target_field,company,13,9,0,23.0769,92.3077,69.2308,0.003906,9,0
GLM-4.6,P4,ocr_confusable,target_field,date,7,2,1,14.2857,28.5714,14.2857,1.000000,2,1
GLM-4.6,P4,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
GLM-4.6,P4,simp_trad,target_field,company,36,26,0,16.6667,88.8889,72.2222,0.000000,26,0
GLM-4.6,P4,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,target_field,company,4,1,0,0.0000,25.0000,25.0000,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P1,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,target_field,company,13,13,0,0.0000,100.0000,100.0000,0.000244,13,0
Qwen3-235B-A22B-Instruct-2507,P1,ocr_confusable,target_field,date,7,2,0,0.0000,28.5714,28.5714,0.500000,2,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,target_field,company,36,25,0,5.5556,75.0000,69.4444,0.000000,25,0
Qwen3-235B-A22B-Instruct-2507,P1,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,target_field,company,13,13,0,0.0000,100.0000,100.0000,0.000244,13,0
Qwen3-235B-A22B-Instruct-2507,P2,ocr_confusable,target_field,date,7,2,0,0.0000,28.5714,28.5714,0.500000,2,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,target_field,company,36,25,0,8.3333,77.7778,69.4444,0.000000,25,0
Qwen3-235B-A22B-Instruct-2507,P2,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,target_field,company,4,0,1,25.0000,0.0000,-25.0000,1.000000,0,1
Qwen3-235B-A22B-Instruct-2507,P3,full_half_width,target_field,date,10,1,0,10.0000,20.0000,10.0000,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,target_field,company,13,11,0,7.6923,92.3077,84.6154,0.000977,11,0
Qwen3-235B-A22B-Instruct-2507,P3,ocr_confusable,target_field,date,7,1,0,28.5714,42.8571,14.2857,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,target_field,company,36,23,0,11.1111,75.0000,63.8889,0.000000,23,0
Qwen3-235B-A22B-Instruct-2507,P3,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,target_field,amount,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,target_field,company,13,13,0,0.0000,100.0000,100.0000,0.000244,13,0
Qwen3-235B-A22B-Instruct-2507,P4,ocr_confusable,target_field,date,7,1,0,14.2857,28.5714,14.2857,1.000000,1,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,target_field,company,36,25,0,8.3333,77.7778,69.4444,0.000000,25,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gemini-3-flash,P1,full_half_width,target_field,amount,2,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gemini-3-flash,P1,ocr_confusable,target_field,company,12,10,0,8.3333,91.6667,83.3333,0.001953,10,0
gemini-3-flash,P1,ocr_confusable,target_field,date,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gemini-3-flash,P1,simp_trad,target_field,company,34,24,0,11.7647,82.3529,70.5882,0.000000,24,0
gemini-3-flash,P1,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gemini-3-flash,P2,full_half_width,target_field,amount,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,target_field,date,9,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,ocr_confusable,target_field,amount,3,3,0,0.0000,100.0000,100.0000,0.250000,3,0
gemini-3-flash,P2,ocr_confusable,target_field,company,13,10,0,15.3846,92.3077,76.9231,0.001953,10,0
gemini-3-flash,P2,ocr_confusable,target_field,date,7,0,0,14.2857,14.2857,0.0000,1.000000,0,0
gemini-3-flash,P2,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gemini-3-flash,P2,simp_trad,target_field,company,36,24,0,11.1111,77.7778,66.6667,0.000000,24,0
gemini-3-flash,P2,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gemini-3-flash,P3,full_half_width,target_field,amount,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gemini-3-flash,P3,ocr_confusable,target_field,company,13,11,0,7.6923,92.3077,84.6154,0.000977,11,0
gemini-3-flash,P3,ocr_confusable,target_field,date,7,0,0,14.2857,14.2857,0.0000,1.000000,0,0
gemini-3-flash,P3,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gemini-3-flash,P3,simp_trad,target_field,company,36,24,0,11.1111,77.7778,66.6667,0.000000,24,0
gemini-3-flash,P3,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gemini-3-flash,P4,full_half_width,target_field,amount,9,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gemini-3-flash,P4,ocr_confusable,target_field,company,13,11,0,7.6923,92.3077,84.6154,0.000977,11,0
gemini-3-flash,P4,ocr_confusable,target_field,date,7,0,1,28.5714,14.2857,-14.2857,1.000000,0,1
gemini-3-flash,P4,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gemini-3-flash,P4,simp_trad,target_field,company,36,25,1,13.8889,80.5556,66.6667,0.000001,25,1
gemini-3-flash,P4,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gpt-5.2,P1,full_half_width,target_field,amount,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P1,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gpt-5.2,P1,full_half_width,target_field,date,10,0,0,10.0000,10.0000,0.0000,1.000000,0,0
gpt-5.2,P1,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gpt-5.2,P1,ocr_confusable,target_field,company,13,10,0,15.3846,92.3077,76.9231,0.001953,10,0
gpt-5.2,P1,ocr_confusable,target_field,date,7,3,0,14.2857,57.1429,42.8571,0.250000,3,0
gpt-5.2,P1,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gpt-5.2,P1,simp_trad,target_field,company,36,25,1,16.6667,83.3333,66.6667,0.000001,25,1
gpt-5.2,P1,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gpt-5.2,P2,full_half_width,target_field,amount,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P2,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gpt-5.2,P2,full_half_width,target_field,date,10,0,1,20.0000,10.0000,-10.0000,1.000000,0,1
gpt-5.2,P2,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gpt-5.2,P2,ocr_confusable,target_field,company,13,12,0,7.6923,100.0000,92.3077,0.000488,12,0
gpt-5.2,P2,ocr_confusable,target_field,date,7,3,0,14.2857,57.1429,42.8571,0.250000,3,0
gpt-5.2,P2,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gpt-5.2,P2,simp_trad,target_field,company,36,23,0,16.6667,80.5556,63.8889,0.000000,23,0
gpt-5.2,P2,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gpt-5.2,P3,full_half_width,target_field,amount,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P3,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gpt-5.2,P3,full_half_width,target_field,date,10,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P3,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gpt-5.2,P3,ocr_confusable,target_field,company,13,11,0,7.6923,92.3077,84.6154,0.000977,11,0
gpt-5.2,P3,ocr_confusable,target_field,date,7,0,0,14.2857,14.2857,0.0000,1.000000,0,0
gpt-5.2,P3,simp_trad,target_field,amount,6,0,1,16.6667,0.0000,-16.6667,1.000000,0,1
gpt-5.2,P3,simp_trad,target_field,company,36,23,0,11.1111,75.0000,63.8889,0.000000,23,0
gpt-5.2,P3,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
gpt-5.2,P4,full_half_width,target_field,amount,10,0,1,10.0000,0.0000,-10.0000,1.000000,0,1
gpt-5.2,P4,full_half_width,target_field,company,4,0,0,25.0000,25.0000,0.0000,1.000000,0,0
gpt-5.2,P4,full_half_width,target_field,date,10,0,1,20.0000,10.0000,-10.0000,1.000000,0,1
gpt-5.2,P4,ocr_confusable,target_field,amount,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gpt-5.2,P4,ocr_confusable,target_field,company,13,9,0,23.0769,92.3077,69.2308,0.003906,9,0
gpt-5.2,P4,ocr_confusable,target_field,date,7,2,1,14.2857,28.5714,14.2857,1.000000,2,1
gpt-5.2,P4,simp_trad,target_field,amount,6,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gpt-5.2,P4,simp_trad,target_field,company,36,22,0,19.4444,80.5556,61.1111,0.000000,22,0
gpt-5.2,P4,simp_trad,target_field,date,6,3,0,16.6667,66.6667,50.0000,0.250000,3,0
