model_id,prompt_id,subtype_id,group_type,group_value,pair_count,flip_pairs,reverse_flip_pairs,FR_control,FR_trigger,delta_pp,p_value,n01,n10
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,intensity,light,26,20,0,0.0000,76.9231,76.9231,0.000002,20,0
Qwen3-235B-A22B-Instruct-2507,P4,simp_trad,intensity,medium,13,7,0,23.0769,76.9231,53.8462,0.015625,7,0
gemini-3-flash,P1,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,intensity,light,9,0,0,22.2222,22.2222,0.0000,1.000000,0,0
gemini-3-flash,P1,full_half_width,intensity,medium,4,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P1,ocr_confusable,intensity,hard,4,4,0,0.0000,100.0000,100.0000,0.125000,4,0
gemini-3-flash,P1,ocr_confusable,intensity,light,9,5,0,0.0000,55.5556,55.5556,0.062500,5,0
gemini-3-flash,P1,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gemini-3-flash,P1,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gemini-3-flash,P1,simp_trad,intensity,light,25,20,0,4.0000,84.0000,80.0000,0.000002,20,0
gemini-3-flash,P1,simp_trad,intensity,medium,12,6,0,25.0000,75.0000,50.0000,0.031250,6,0
gemini-3-flash,P2,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,intensity,light,12,0,0,8.3333,8.3333,0.0000,1.000000,0,0
gemini-3-flash,P2,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P2,ocr_confusable,intensity,hard,6,4,0,16.6667,83.3333,66.6667,0.125000,4,0
gemini-3-flash,P2,ocr_confusable,intensity,light,12,5,0,8.3333,50.0000,41.6667,0.062500,5,0
gemini-3-flash,P2,ocr_confusable,intensity,medium,5,4,0,20.0000,100.0000,80.0000,0.125000,4,0
gemini-3-flash,P2,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gemini-3-flash,P2,simp_trad,intensity,light,26,20,0,3.8462,80.7692,76.9231,0.000002,20,0
gemini-3-flash,P2,simp_trad,intensity,medium,13,6,0,23.0769,69.2308,46.1538,0.031250,6,0
gemini-3-flash,P3,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,intensity,light,13,0,0,15.3846,15.3846,0.0000,1.000000,0,0
gemini-3-flash,P3,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P3,ocr_confusable,intensity,hard,6,5,0,0.0000,83.3333,83.3333,0.062500,5,0
gemini-3-flash,P3,ocr_confusable,intensity,light,12,5,0,8.3333,50.0000,41.6667,0.062500,5,0
gemini-3-flash,P3,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gemini-3-flash,P3,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gemini-3-flash,P3,simp_trad,intensity,light,26,19,0,7.6923,80.7692,73.0769,0.000004,19,0
gemini-3-flash,P3,simp_trad,intensity,medium,13,7,0,15.3846,69.2308,53.8462,0.015625,7,0
gemini-3-flash,P4,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,intensity,light,12,0,0,16.6667,16.6667,0.0000,1.000000,0,0
gemini-3-flash,P4,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gemini-3-flash,P4,ocr_confusable,intensity,hard,6,5,0,0.0000,83.3333,83.3333,0.062500,5,0
gemini-3-flash,P4,ocr_confusable,intensity,light,12,5,1,16.6667,50.0000,33.3333,0.218750,5,1
gemini-3-flash,P4,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gemini-3-flash,P4,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gemini-3-flash,P4,simp_trad,intensity,light,26,21,0,3.8462,84.6154,80.7692,0.000001,21,0
gemini-3-flash,P4,simp_trad,intensity,medium,13,6,1,30.7692,69.2308,38.4615,0.125000,6,1
gpt-5.2,P1,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P1,full_half_width,intensity,light,13,0,0,15.3846,15.3846,0.0000,1.000000,0,0
gpt-5.2,P1,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P1,ocr_confusable,intensity,hard,6,5,0,0.0000,83.3333,83.3333,0.062500,5,0
gpt-5.2,P1,ocr_confusable,intensity,light,12,7,0,16.6667,75.0000,58.3333,0.015625,7,0
gpt-5.2,P1,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gpt-5.2,P1,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gpt-5.2,P1,simp_trad,intensity,light,26,19,0,7.6923,80.7692,73.0769,0.000004,19,0
gpt-5.2,P1,simp_trad,intensity,medium,13,8,1,30.7692,84.6154,53.8462,0.039062,8,1
gpt-5.2,P2,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P2,full_half_width,intensity,light,13,0,1,23.0769,15.3846,-7.6923,1.000000,0,1
gpt-5.2,P2,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P2,ocr_confusable,intensity,hard,6,5,0,0.0000,83.3333,83.3333,0.062500,5,0
gpt-5.2,P2,ocr_confusable,intensity,light,12,9,0,8.3333,83.3333,75.0000,0.003906,9,0
gpt-5.2,P2,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gpt-5.2,P2,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gpt-5.2,P2,simp_trad,intensity,light,26,18,0,11.5385,80.7692,69.2308,0.000008,18,0
gpt-5.2,P2,simp_trad,intensity,medium,13,7,0,23.0769,76.9231,53.8462,0.015625,7,0
gpt-5.2,P3,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P3,full_half_width,intensity,light,13,0,0,7.6923,7.6923,0.0000,1.000000,0,0
gpt-5.2,P3,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P3,ocr_confusable,intensity,hard,6,5,0,0.0000,83.3333,83.3333,0.062500,5,0
gpt-5.2,P3,ocr_confusable,intensity,light,12,5,0,8.3333,50.0000,41.6667,0.062500,5,0
gpt-5.2,P3,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gpt-5.2,P3,simp_trad,intensity,hard,9,1,1,22.2222,22.2222,0.0000,1.000000,1,1
gpt-5.2,P3,simp_trad,intensity,light,26,18,0,7.6923,76.9231,69.2308,0.000008,18,0
gpt-5.2,P3,simp_trad,intensity,medium,13,7,0,15.3846,69.2308,53.8462,0.015625,7,0
gpt-5.2,P4,full_half_width,intensity,hard,3,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P4,full_half_width,intensity,light,13,0,2,30.7692,15.3846,-15.3846,0.500000,0,2
gpt-5.2,P4,full_half_width,intensity,medium,8,0,0,0.0000,0.0000,0.0000,1.000000,0,0
gpt-5.2,P4,ocr_confusable,intensity,hard,6,4,0,16.6667,83.3333,66.6667,0.125000,4,0
gpt-5.2,P4,ocr_confusable,intensity,light,12,6,1,16.6667,58.3333,41.6667,0.125000,6,1
gpt-5.2,P4,ocr_confusable,intensity,medium,6,5,0,16.6667,100.0000,83.3333,0.062500,5,0
gpt-5.2,P4,simp_trad,intensity,hard,9,1,0,22.2222,33.3333,11.1111,1.000000,1,0
gpt-5.2,P4,simp_trad,intensity,light,26,17,0,11.5385,76.9231,65.3846,0.000015,17,0
gpt-5.2,P4,simp_trad,intensity,medium,13,7,0,30.7692,84.6154,53.8462,0.015625,7,0
