pair_id,subtype_id,task_type,domain,source_style,target_field,intensity,is_composite,secondary_subtype,trigger_shape_hint
pair_main_cla_full_half_width_075,full_half_width,classification,social_media,social,amount,hard,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_076,full_half_width,extraction,email,mail,date,light,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_077,full_half_width,extraction,email,mail,company,light,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_078,full_half_width,extraction,email,mail,date,light,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_079,full_half_width,extraction,email,mail,company,medium,0,,mixed_width_numeric_field
pair_main_cla_full_half_width_080,full_half_width,classification,email,mail,company,light,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_081,full_half_width,extraction,im_chat,chat,amount,hard,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_082,full_half_width,extraction,im_chat,chat,company,medium,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_083,full_half_width,extraction,im_chat,chat,amount,light,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_084,full_half_width,extraction,im_chat,chat,company,light,0,,mixed_width_numeric_field
pair_main_cla_full_half_width_085,full_half_width,classification,im_chat,chat,date,hard,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_086,full_half_width,extraction,form_ocr,form,date,hard,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_087,full_half_width,extraction,form_ocr,form,date,medium,0,,mixed_width_numeric_field
pair_main_ext_full_half_width_088,full_half_width,extraction,form_ocr,form,amount,medium,1,simp_trad,mixed_width_numeric_field
pair_main_ext_full_half_width_089,full_half_width,extraction,form_ocr,form,date,light,1,simp_trad,mixed_width_numeric_field
pair_main_cla_full_half_width_090,full_half_width,classification,form_ocr,form,company,medium,1,simp_trad,mixed_width_numeric_field
pair_main_ext_ocr_confusable_091,ocr_confusable,extraction,announcement,doc,date,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_092,ocr_confusable,extraction,announcement,doc,company,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_093,ocr_confusable,extraction,announcement,doc,amount,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_094,ocr_confusable,extraction,announcement,doc,company,medium,0,,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_095,ocr_confusable,classification,announcement,doc,amount,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_096,ocr_confusable,extraction,customer_service,chat,amount,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_097,ocr_confusable,extraction,customer_service,chat,date,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_098,ocr_confusable,extraction,customer_service,chat,company,hard,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_099,ocr_confusable,extraction,customer_service,chat,date,light,0,,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_100,ocr_confusable,classification,customer_service,chat,company,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_101,ocr_confusable,extraction,social_media,social,company,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_102,ocr_confusable,extraction,social_media,social,date,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_103,ocr_confusable,extraction,social_media,social,company,hard,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_104,ocr_confusable,extraction,social_media,social,company,light,0,,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_105,ocr_confusable,classification,social_media,social,amount,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_106,ocr_confusable,extraction,email,mail,company,hard,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_107,ocr_confusable,extraction,email,mail,date,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_108,ocr_confusable,extraction,email,mail,company,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_109,ocr_confusable,extraction,email,mail,company,hard,0,,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_110,ocr_confusable,classification,email,mail,company,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_111,ocr_confusable,extraction,im_chat,chat,amount,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_112,ocr_confusable,extraction,im_chat,chat,company,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_113,ocr_confusable,extraction,im_chat,chat,amount,medium,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_114,ocr_confusable,extraction,im_chat,chat,date,light,0,,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_115,ocr_confusable,classification,im_chat,chat,date,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_116,ocr_confusable,extraction,form_ocr,form,company,light,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_117,ocr_confusable,extraction,form_ocr,form,date,hard,0,,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_118,ocr_confusable,extraction,form_ocr,form,company,hard,1,simp_trad,ocr_confusion_near_key_slot
pair_main_ext_ocr_confusable_119,ocr_confusable,extraction,form_ocr,form,company,medium,1,simp_trad,ocr_confusion_near_key_slot
pair_main_cla_ocr_confusable_120,ocr_confusable,classification,form_ocr,form,amount,medium,1,simp_trad,ocr_confusion_near_key_slot
